City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
245,Saint George,US,2021-04-17 15:11:41,37.1041,-113.5841,52.0,50,75,4.61
246,Kholodnyy,RU,2021-04-17 15:16:30,62.7167,147.95,19.96,79,100,16.91
247,Jalu,LY,2021-04-17 15:16:30,29.0331,21.5482,109.08,4,47,17.96
248,Daru,PG,2021-04-17 15:16:30,-9.0763,143.2092,79.68,87,98,11.68
249,Dingle,PH,2021-04-17 15:16:31,10.9995,122.6711,78.3,80,100,9.91
250,Marzuq,YE,2021-04-17 15:16:31,14.4,46.4667,79.63,34,0,11.63
251,Vao,NC,2021-04-17 15:16:31,-22.6667,167.4833,74.89,74,5,16.11
252,Kamaishi,JP,2021-04-17 15:16:32,39.2667,141.8833,53.69,98,100,12.17
253,Matara,LK,2021-04-17 15:16:32,5.9485,80.5353,80.53,80,97,7.78
254,Fairbanks,US,2021-04-17 15:16:32,64.8378,-147.7164,30.99,93,1,3.44
255,Manta,EC,2021-04-17 15:16:33,-0.95,-80.7333,82.4,74,75,5.75
256,Stepnyak,KZ,2021-04-17 15:16:33,52.8339,70.7803,46.92,59,73,7.78
257,Ketchikan,US,2021-04-17 15:16:33,55.3422,-131.6461,42.8,87,1,8.05
258,Coquimbo,CL,2021-04-17 15:16:33,-29.9533,-71.3436,60.8,77,90,5.75
259,Marsaxlokk,MT,2021-04-17 15:16:34,35.8419,14.5431,61.0,72,40,6.91
260,Mgandu,TZ,2021-04-17 15:16:34,-5.95,34.1333,67.68,83,89,4.99
261,Fortuna,US,2021-04-17 15:16:34,40.5982,-124.1573,44.6,100,90,4.61
262,Kloulklubed,PW,2021-04-17 15:16:35,7.0419,134.2556,80.6,83,75,11.5
263,Lubango,AO,2021-04-17 15:16:35,-14.9172,13.4925,62.04,85,82,4.52
264,Minuri,PH,2021-04-17 15:16:35,16.535,121.8574,73.67,86,100,2.44
265,Sola,VU,2021-04-17 15:16:35,-13.8833,167.55,82.31,74,46,15.3
266,Salmo,CA,2021-04-17 15:16:36,49.1999,-117.2689,43.0,70,4,1.14
267,Sagvag,NO,2021-04-17 15:16:36,59.7786,5.3961,55.4,37,40,6.91
268,Cayenne,GF,2021-04-17 15:16:36,4.9333,-52.3333,82.99,89,75,2.3
269,Tonstad,NO,2021-04-17 15:16:37,58.6626,6.7169,52.0,57,91,1.01
270,Kaitangata,NZ,2021-04-17 15:16:37,-46.2817,169.8464,50.0,62,87,3.0
271,Yazman,PK,2021-04-17 15:16:37,29.1212,71.7446,87.91,20,0,7.34
272,Pringsewu,ID,2021-04-17 15:16:38,-5.3582,104.9744,74.39,95,99,2.26
273,Sorland,NO,2021-04-17 15:16:38,67.667,12.6934,41.68,83,7,16.06
274,Upernavik,GL,2021-04-17 15:14:02,72.7868,-56.1549,6.85,70,100,8.1
275,Jiuquan,CN,2021-04-17 15:16:38,39.7432,98.5174,54.79,13,0,8.03
276,Ekpoma,NG,2021-04-17 15:16:39,6.7421,6.139,81.45,70,98,4.9
277,Acapulco,MX,2021-04-17 15:14:29,16.8634,-99.8901,80.6,74,40,2.04
278,Hay River,CA,2021-04-17 15:13:42,60.8156,-115.7999,32.0,93,75,3.44
279,Davila,PH,2021-04-17 15:16:39,18.4726,120.5763,80.6,69,40,8.05
280,Sistranda,NO,2021-04-17 15:16:39,63.7256,8.834,51.8,50,0,11.5
281,Tazovskiy,RU,2021-04-17 15:16:40,67.4667,78.7,-11.38,100,57,5.66
282,Port Lincoln,AU,2021-04-17 15:16:40,-34.7333,135.8667,58.98,77,12,3.67
283,Borovoy,RU,2021-04-17 15:16:40,55.4333,86.0833,26.6,46,0,8.95
284,Marsh Harbour,BS,2021-04-17 15:16:41,26.5412,-77.0636,78.67,70,31,14.34
285,Srednekolymsk,RU,2021-04-17 15:16:41,67.45,153.6833,11.23,80,15,10.54
286,Kusti,SD,2021-04-17 15:16:41,13.1629,32.6635,102.42,4,27,6.71
287,Verkhnevilyuysk,RU,2021-04-17 15:16:42,63.4453,120.3167,14.14,81,98,14.12
288,Liverpool,GB,2021-04-17 15:12:17,53.4106,-2.9779,60.8,36,20,5.75
289,Narsaq,GL,2021-04-17 15:16:42,60.9167,-46.05,23.0,28,20,3.44
290,Westport,US,2021-04-17 15:16:42,41.1415,-73.3579,48.99,57,90,9.22
291,Nantucket,US,2021-04-17 15:16:43,41.2835,-70.0995,42.8,81,90,20.71
292,Meulaboh,ID,2021-04-17 15:16:43,4.1363,96.1285,79.41,79,49,1.81
