City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
504,Saint-Leu,RE,77.0,overcast clouds,-21.15,55.2833,La Caz Oceane
505,Preobrazheniye,RU,51.89,clear sky,42.9019,133.9064,Campsite Orlan
506,Plettenberg Bay,ZA,65.89,clear sky,-34.0527,23.3716,Thanda Vista B&B
507,Karlskoga,SE,43.0,scattered clouds,59.3267,14.5239,Hotel Alfred Nobel
508,Rio Cuarto,AR,69.8,scattered clouds,-33.1307,-64.3499,Grand Hotel Río Cuarto
511,Prainha,BR,72.21,overcast clouds,-1.8,-53.48,Casa Rocha
512,Vila,PT,55.0,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
513,Sitka,US,66.2,clear sky,57.0531,-135.33,Westmark Sitka
516,Krasnoarmeysk,RU,48.45,overcast clouds,51.0239,45.6969,"Hotel ""Your home-Balzer"""
517,Luwuk,ID,79.47,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
518,Dekar,BW,59.45,clear sky,-21.5333,21.9333,
519,Whitehorse,CA,57.2,clear sky,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
520,Turayf,SA,66.2,clear sky,31.6725,38.6637,Swiss Spirit Hotel & Suites Turaif
521,Thunder Bay,CA,41.0,moderate rain,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
522,Poum,NC,79.25,overcast clouds,-20.2333,164.0167,Gîte kajeon
526,Maua,BR,64.4,overcast clouds,-23.6678,-46.4614,Hotel Capriccio Mauá
527,San Patricio,US,63.0,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
528,Challans,FR,41.0,clear sky,46.8436,-1.8749,Citotel Le Challans
529,Vallenar,CL,65.43,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
530,Sartana,UA,48.0,overcast clouds,47.1744,37.6927,Сартана
531,Padang,ID,79.75,few clouds,-0.9492,100.3543,Mercure Padang
532,Xanlar,AZ,68.0,broken clouds,40.5869,46.3158,Goy Gol Lake Resort
533,Coihaique,CL,53.6,light rain,-45.5752,-72.0662,Diego De Almagro Coyhaique
534,Homer,US,59.0,overcast clouds,59.6425,-151.5483,Beluga Lake Lodge
535,Camacha,PT,60.8,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
537,Kamenka,RU,43.0,overcast clouds,51.3223,42.7678,
538,Yichun,CN,54.64,clear sky,47.7,128.9,锦江酒店
539,Kotovo,RU,47.32,light rain,50.3211,44.8012,Voyazh
542,Wagga Wagga,AU,62.01,clear sky,-35.1167,147.3667,The Club Motel and Apartments
543,Varna,BG,45.0,scattered clouds,43.2167,27.9167,Hotel Gran Ivan
548,Tarauaca,BR,73.2,overcast clouds,-8.1614,-70.7656,Flat Temporada
550,Pizarro,CO,77.76,light rain,4.9533,-77.366,Hotel Limonar
551,Bantry,IE,46.4,light rain,51.6833,-9.45,The Maritime Hotel
554,Dawei,MM,78.84,overcast clouds,14.0833,98.2,Hotel Dawei
555,Arauco,CL,55.4,scattered clouds,-37.2463,-73.3175,Con vista al mar
557,Calvinia,ZA,66.51,clear sky,-31.4707,19.776,Die Lemoenhuis
558,Saint Pete Beach,US,79.0,broken clouds,27.7253,-82.7412,Grand Plaza Hotel - St. Pete Beach
559,Lincoln,US,62.6,clear sky,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
560,Burnie,AU,57.99,overcast clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
561,Rio Gallegos,AR,57.2,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
562,Gamba,GA,77.32,overcast clouds,-2.65,10.0,
564,Balad,IQ,76.77,broken clouds,34.0164,44.1453,رضاوي زنوبة
567,Freeport,US,53.01,broken clouds,40.6576,-73.5832,The Freeport Inn and Marina
568,High Level,CA,46.4,broken clouds,58.5169,-117.136,Days Inn by Wyndham High Level
573,Lata,PT,59.0,overcast clouds,40.1629,-8.3327,Casa Maquia
574,Keti Bandar,PK,79.38,overcast clouds,24.1447,67.4497,Haji laloo memon house
576,San Martin,AR,73.4,scattered clouds,-33.081,-68.4681,Club El Pelícano
577,Zhenlai,CN,57.79,clear sky,45.8495,123.2973,
578,Calceta,EC,78.8,light rain,-0.85,-80.1667,"Hostal ""San Placido"""
582,Sawakin,SD,79.72,clear sky,19.1059,37.3321,فندق الدويم
583,Tashla,RU,46.56,light rain,51.7716,52.7427,Torch Hotel
584,Mananara,MG,72.64,light rain,-16.1667,49.7667,Chez Roger
585,Palora,EC,67.26,light rain,-1.7,-77.9333,Rancho grande
587,Stornoway,GB,48.0,overcast clouds,58.2093,-6.3865,Caladh Inn
588,Mestia,GE,45.84,overcast clouds,43.0458,42.7278,Hotel Villa Mestia
589,Gotsu,JP,57.2,few clouds,35.0,132.2167,Yurusato
590,Culfa,AZ,53.6,scattered clouds,38.9558,45.6308,Hotel Araz
591,Businga,CD,70.86,overcast clouds,3.3333,20.8833,
593,Effium,NG,76.87,overcast clouds,6.6292,8.0593,
594,Iranshahr,IR,73.4,clear sky,27.2025,60.6848,پلکه بزرگ
595,Port Hardy,CA,66.2,clear sky,50.6996,-127.4199,Airport Inn
597,Fuerte Olimpo,PY,78.03,few clouds,-21.0415,-57.8738,Hospedaje DAMI
598,Sile,TR,53.01,light rain,41.1754,29.6133,Seref Hotel
600,San Juan,AR,76.55,overcast clouds,-31.5375,-68.5364,Hotel Provincial
601,Owando,CG,72.72,moderate rain,-0.4819,15.8999,Exaunel Hotel Owando
602,Buka,UZ,57.2,clear sky,40.8108,69.1986,Hotel
605,Altamont,US,73.4,clear sky,42.2068,-121.7372,Microtel Inn & Suites by Wyndham Klamath Falls
608,Hambantota,LK,73.4,few clouds,6.1241,81.1185,Bungalow 63
610,Aranda De Duero,ES,44.06,overcast clouds,41.6704,-3.6892,Hotel Villa De Aranda
611,Payson,US,62.6,scattered clouds,40.0444,-111.7321,Quality Inn Payson I-15
612,Egypt Lake-Leto,US,79.0,broken clouds,28.0177,-82.5062,La Quinta Inn & Suites by Wyndham Tampa Central
614,Nome,US,42.8,broken clouds,64.5011,-165.4064,Dredge 7 Inn
616,Fez,MA,50.0,clear sky,34.0372,-4.9998,Hotel Mounia Fès
617,Orcopampa,PE,46.42,overcast clouds,-15.2661,-72.3417,Happy Wasi
618,Batticaloa,LK,78.8,broken clouds,7.7102,81.6924,Grand Star Guest House
619,Guilin,CN,59.0,mist,25.2819,110.2864,Grand 0773 Hotel
620,Taoudenni,ML,79.75,clear sky,22.6783,-3.9836,
621,Santa Cruz De La Palma,ES,64.4,clear sky,28.6835,-17.7642,H10 Taburiente Playa
623,Gazanjyk,TM,69.04,overcast clouds,39.2446,55.5154,Railway motel
625,Pasighat,IN,68.58,overcast clouds,28.0667,95.3333,Siang Guest House
628,Nyimba,ZM,63.14,broken clouds,-14.5566,30.8149,Dali Dali Lodge
629,Chiredzi,ZW,56.89,clear sky,-21.05,31.6667,The Nesbitt Arms
630,Nizhniy Kislyay,RU,44.78,overcast clouds,50.8497,40.1719,
632,Vicuna,CL,57.2,overcast clouds,-30.0319,-70.7081,Los Mosaicos
633,Alto Paraguai,BR,76.46,broken clouds,-14.5136,-56.4825,Good Rest Palace Hotel
634,Uvira,CD,72.14,overcast clouds,-3.4067,29.1458,Hotel Suzana
635,Tvoroyri,FO,41.0,broken clouds,61.5556,-6.8111,Hilmarsstova a Hobbit Hole
637,Bom Jesus,BR,71.62,overcast clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
638,Whitianga,NZ,66.0,overcast clouds,-36.8333,175.7,Beachside Resort Whitianga
640,Ulundi,ZA,57.47,clear sky,-28.3352,31.4162,Ekhethelo Lodge Ulundi
646,Havelock,US,66.2,broken clouds,34.8791,-76.9013,Sherwood Motel
649,Jiangkou,CN,62.6,clear sky,25.4872,119.1986,DFM Hotel
651,Hervey Bay,AU,75.99,clear sky,-25.2986,152.8535,Shelly Bay Resort
652,Rio Grande,BR,64.0,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
653,Dejen,ET,59.9,light rain,10.1667,38.1333,MAFLAB International Hotel
654,Vila Franca Do Campo,PT,57.2,few clouds,37.7167,-25.4333,Pestana Bahia Praia
656,San Quintin,MX,66.51,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
657,Cairns,AU,75.2,heavy intensity rain,-16.9167,145.7667,Mantra Trilogy Cairns
658,Erenhot,CN,50.94,overcast clouds,43.6475,111.9767,Erenhot Rurouni Youth Hostel
659,Zemst,BE,42.01,overcast clouds,50.9835,4.4588,NH Mechelen
661,Northam,GB,41.0,overcast clouds,51.0333,-4.2167,Durrant House Hotel
662,Labranzagrande,CO,67.71,overcast clouds,5.5622,-72.575,Hotel Casa Grande
663,Sinnai,IT,44.01,clear sky,39.3042,9.2036,La Rosa Dei Venti Sardinya
664,Warrington,GB,46.99,broken clouds,53.3925,-2.5802,Patten Arms Hotel
665,Purranque,CL,59.0,overcast clouds,-40.9167,-73.1667,HOSPADAJE ERICA
666,Janauba,BR,76.51,broken clouds,-15.8025,-43.3089,Ouro Norte Palace Hotel
667,Cortez,US,60.8,few clouds,37.3489,-108.5859,Sand Canyon National 9 Inn
668,Tamandare,BR,77.5,overcast clouds,-8.7597,-35.1047,Pousada 100 Passos
669,Mwingi,KE,63.7,broken clouds,-0.9344,38.0601,Thorn Tree by The Address
670,Sibolga,ID,77.77,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
671,Margate,GB,43.0,clear sky,51.3813,1.3862,Premier Inn Margate hotel
672,Clinton,US,57.99,overcast clouds,42.587,-82.9199,Hampton Inn Detroit/Roseville
673,Pecos,US,60.8,clear sky,31.4229,-103.4932,Knights Inn Pecos
674,Sinjar,IQ,69.4,scattered clouds,36.3209,41.8754,زوماني فون 1
677,Coos Bay,US,68.0,overcast clouds,43.3665,-124.2179,Best Western Holiday Hotel
678,Sandanski,BG,49.39,overcast clouds,41.5667,23.2833,"Hotel ""Perun"""
680,Hokitika,NZ,60.55,few clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
681,Kyren,RU,40.66,scattered clouds,51.6828,102.1408,"Energetik, Pansionat Ooo ""Grand Baykal"""
682,Urumqi,CN,59.0,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
683,Nalut,LY,57.25,broken clouds,30.3333,10.85,
686,Teguise,ES,64.4,broken clouds,29.0605,-13.564,B&B La Casona de Nazaret
687,Belmonte,BR,77.0,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
688,Zlobin,HR,48.2,clear sky,45.2924,14.6541,Hotel Bitoraj Fuzine
693,Antofagasta,CL,62.6,broken clouds,-23.65,-70.4,Holiday Inn Express Antofagasta
694,Quelimane,MZ,73.4,light rain,-17.8786,36.8883,Hotel Flamingo
695,Bubaque,GW,76.78,scattered clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
696,Ankazoabo,MG,61.84,clear sky,-22.2833,44.5167,ENCEIN BUREAU CISCO
698,Prince Rupert,CA,69.8,clear sky,54.3161,-130.3201,Crest Hotel
699,Khawhai,IN,59.25,clear sky,23.3667,93.1167,Homestay Khawhai
700,Fukue,JP,60.8,clear sky,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
702,Gat,IL,79.0,overcast clouds,31.61,34.7642,OlusHome
703,Bataipora,BR,69.51,clear sky,-22.2953,-53.2711,Hotel Vale do Ivinhema
705,Drexel Heights,US,75.2,scattered clouds,32.1412,-111.0284,Rincon Country West RV Resort
706,Matongo,TZ,62.31,overcast clouds,-2.3833,34.0833,
707,Natal,BR,77.0,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
709,Baherden,TM,70.29,overcast clouds,38.4362,57.4316,
710,Frontera,MX,64.54,clear sky,26.9333,-101.45,Casagrande Hotel
711,Pauini,BR,72.57,overcast clouds,-7.7136,-66.9764,Casa do Kiwliks
712,Puerto Madryn,AR,67.77,broken clouds,-42.7692,-65.0385,Hotel Tolosa
714,Chardara,KZ,61.7,overcast clouds,41.2547,67.9692,Жанаргул
715,Cedar City,US,60.8,clear sky,37.6775,-113.0619,Hampton Inn Cedar City
716,Cururupu,BR,74.55,overcast clouds,-1.8283,-44.8683,Pousada Través'cia
